2.96631, -2.96631
2.98207, -2.95616
3.01634, -2.96415
3.03426, -2.95584
3.06007, -2.95508
3.08449, -2.95276
3.1075, -2.94891
3.13491, -2.94903
3.15433, -2.94146
3.1899, -2.94871
3.20494, -2.93679
3.23105, -2.93488
3.26464, -2.93949
3.28862, -2.93521
3.32312, -2.94005
3.35095, -2.9387
3.37129, -2.93062
3.39692, -2.92697
3.43019, -2.92966
3.45744, -2.92694
3.48244, -2.92211
3.51668, -2.92479
3.55024, -2.9266
3.5715, -2.91804
3.60207, -2.9169
3.63348, -2.91618
3.67121, -2.92022
3.68549, -2.90541
3.7265, -2.91146
3.74629, -2.90069
3.79223, -2.90988
3.82479, -2.90844
3.84703, -2.89894
3.88768, -2.90307
3.91559, -2.89738
3.94755, -2.89446
3.97713, -2.88955
4.01973, -2.89379
4.0486, -2.88784
4.09137, -2.8915
4.12034, -2.88509
4.15425, -2.8819
4.18656, -2.87734
4.21726, -2.87143
4.2513, -2.86754
4.29205, -2.86785
4.3237, -2.86179
4.36458, -2.86154
4.40973, -2.86371
4.44405, -2.85851
4.47841, -2.85306
4.52211, -2.85324
4.55826, -2.84832
4.60976, -2.85261
4.63751, -2.84187
4.68834, -2.84495
4.72556, -2.8394
4.76369, -2.8341
4.79755, -2.82597
4.85389, -2.83071
4.89391, -2.8255
4.94005, -2.82347
4.98192, -2.81863
5.01947, -2.81104
5.07629, -2.81383
5.11482, -2.80609
5.16832, -2.80617
5.20959, -2.79921
5.2659, -2.79993
5.3232, -2.80067
5.37529, -2.7982
5.42123, -2.79212
5.48325, -2.79386
5.52397, -2.78431
5.53606, -2.76018
5.53909, -2.73158
5.53208, -2.69817
5.53479, -2.66967
5.53285, -2.63903
5.5226, -2.60463
5.51035, -2.56952
5.51515, -2.54252
5.51982, -2.51553
5.52619, -2.48937
5.52056, -2.45791
5.50926, -2.42413
5.5097, -2.39568
5.50632, -2.3657
5.50738, -2.33774
5.5037, -2.30789
5.49154, -2.27467
5.49956, -2.24993
5.4982, -2.22142
5.49205, -2.19111
5.47923, -2.15833
5.48021, -2.13114
5.48385, -2.10505
5.4827, -2.07721
5.48609, -2.05116
5.48467, -2.0234
5.46713, -1.98987
5.46635, -1.96262
5.47392, -1.93842
5.46628, -1.90891
5.47077, -1.88374
5.47515, -1.85856
5.47088, -1.83053
5.45792, -1.79975
5.46382, -1.7753
5.46389, -1.74901
5.46861, -1.72425
5.45985, -1.69533
5.45381, -1.6674
5.45145, -1.6407
5.44226, -1.61207
5.44732, -1.58775
5.43978, -1.55983
5.44653, -1.53608
5.45318, -1.5123
5.44237, -1.48376
5.44492, -1.45896
5.43867, -1.43188
5.44099, -1.40714
5.43739, -1.38092
5.43269, -1.35452
5.423, -1.327
5.42485, -1.30239
5.41686, -1.2755
5.41555, -1.25028
5.4151, -1.22531
5.41747, -1.20102
5.41288, -1.17525
5.41405, -1.15079
5.41902, -1.12716
5.41898, -1.1025
5.41688, -1.07748
5.39011, -1.04773
4.39254, -0.833949
4.37253, -0.810401
4.36028, -0.788468
4.35876, -0.768567
4.36207, -0.749541
4.3653, -0.730501
4.3645, -0.710804
4.36459, -0.691284
4.36164, -0.67132
4.36354, -0.652135
4.35744, -0.631798
4.35817, -0.612501
4.35783, -0.593074
4.35145, -0.572879
4.35093, -0.553509
4.35231, -0.534397
4.35163, -0.515049
4.34986, -0.495604
4.348, -0.476184
4.34705, -0.456894
4.34702, -0.437722
4.34192, -0.418079
4.34171, -0.398947
4.34042, -0.379738
4.33307, -0.36005
4.33061, -0.340826
4.33106, -0.321853
4.33242, -0.302952
4.32971, -0.283784
4.33091, -0.26489
4.32803, -0.245763
4.32906, -0.226876
4.33001, -0.207985
4.32488, -0.188828
4.32566, -0.169956
4.32137, -0.150905
4.31799, -0.131926
4.31852, -0.113084
4.31397, -0.0941312
4.31334, -0.0752897
4.31463, -0.0564816
4.31484, -0.037655
4.31496, -0.0188277
4.314, 2.64156e-16
4.31596, 0.018832
4.31384, 0.0376463
4.31063, 0.0564292
4.30834, 0.0752024
4.30697, 0.0939785
4.30652, 0.11277
4.30599, 0.13156
4.30538, 0.150347
4.30168, 0.169014
4.3009, 0.187781
4.30404, 0.206738
4.30409, 0.225568
4.30307, 0.244346
4.30196, 0.263119
4.29977, 0.281822
4.29651, 0.300441
4.27421, 0.317629
4.27279, 0.336276
4.05602, 0.337029
11.5479, 2.7724
11.5357, 2.82276
11.2777, 2.81186
11.2625, 2.8603
10.4463, 2.7016
10.4344, 2.74715
10.4223, 2.79266
10.4101, 2.83811
